,Name,Team,Assists,Free Throws,Free Throw Attempts,Two Pointers,Three Pointers,Two Point Attempts,Three Point Attempts,Games Played,Defensive Rebounds,Offensive Rebounds,Turnovers,Half Misses
360,G. Stiemsma,Toronto,3,2,4,6,0,7,0,9,6,9,6,0
361,R. Smith,New Orleans,2,0,0,1,1,4,6,5,3,0,7,2
362,P. Hairston,Charlotte,16,22,26,29,45,82,141,38,62,16,17,34
363,A. Kirk,Cleveland,1,2,2,1,0,4,0,4,0,1,0,0
364,J. Harris,Cleveland,22,7,12,12,29,28,75,38,29,6,19,16
365,R. Kelly,LA Lakers,54,58,68,40,32,129,95,43,109,12,29,40
366,P. Tucker,Phoenix,111,86,119,157,80,301,233,71,353,103,88,77
367,T. Splitter,San Antonio,76,87,117,163,0,291,0,50,158,85,59,34
368,D. Lee,Golden State,82,65,98,152,0,291,2,44,166,74,44,34
369,B. Rush,Golden State,12,3,7,7,2,25,24,26,34,2,10,10
370,F. García,Houston,15,1,3,7,10,18,45,13,14,3,10,8
371,C. Capela,Houston,1,0,11,4,0,15,0,6,11,6,5,3
372,K. Anderson,San Antonio,28,9,14,27,3,73,11,26,64,5,9,10
373,M. Leonard,Portland,21,25,27,55,39,95,90,46,150,37,32,8
374,Z. LaVine,Minnesota,223,116,138,179,44,416,127,68,145,23,167,66
375,G. Wallace,Boston,9,6,15,13,1,31,3,27,39,17,14,7
376,A. Price,Indiana,27,12,18,24,15,50,39,10,12,2,10,17
377,J. Lamb,Oklahoma City,43,45,50,60,38,130,109,42,93,7,27,28
378,I. Smith,Oklahoma City,28,6,9,14,1,40,5,24,22,5,9,9
379,J. Evans,Utah,9,9,12,18,1,31,3,24,35,16,3,4
380,E. Green,Denver,22,8,9,34,9,77,35,32,17,3,10,20
381,W. Cherry,Cleveland,8,3,6,3,2,10,9,8,4,1,4,3
382,G. Davis,LA Clippers,34,53,84,110,0,231,3,67,112,39,34,22
383,S. Whittington,Indiana,6,18,23,18,1,36,6,18,19,10,5,4
384,U. Haslem,Miami,40,45,64,88,2,197,7,53,161,61,36,30
385,J. Hickson,Denver,53,108,190,198,0,414,2,65,279,133,88,62
386,J. Pargo,Charlotte,8,2,2,6,9,13,22,8,3,0,3,2
387,B. Biyombo,Charlotte,10,77,136,82,0,150,0,55,196,132,43,16
388,A. Morrow,Oklahoma City,54,63,69,126,117,249,274,66,127,35,37,76
389,M. Muscala,Atlanta,14,17,19,51,5,98,14,29,54,43,14,15
390,R. Turiaf,Minnesota,2,0,0,0,0,0,0,2,1,0,0,0
391,M. Carter-Williams,Philadelphia,302,116,181,200,32,486,125,41,211,43,174,81
392,D. Gordon,Philadelphia,2,1,2,8,0,16,3,8,11,7,8,4
393,G. Harris,Denver,24,24,34,34,15,91,86,42,39,17,30,18
394,V. Oladipo,Orlando,263,235,283,344,69,731,201,64,221,46,177,127
395,G. Robinson,Minnesota,3,12,16,7,1,18,6,20,10,4,3,6
396,L. Amundson,Cleveland,5,3,5,4,0,12,0,11,15,5,5,2
397,B. Haywood,Cleveland,2,6,10,12,0,27,0,17,22,6,10,2
398,J. Jones,Cleveland,23,24,29,6,58,17,156,46,50,7,13,28
399,J. Jenkins,Atlanta,10,11,12,22,16,38,33,17,30,0,7,3
400,N. Vonleh,Charlotte,2,12,16,11,1,24,5,14,21,13,5,3
401,E. Udoh,LA Clippers,8,6,7,9,0,21,0,25,18,6,6,0
402,Z. Dragić,Phoenix,1,2,3,2,0,3,5,5,1,2,0,1
403,T. Warren,Phoenix,12,12,16,83,4,140,15,32,34,31,23,16
404,D. Granger,Miami,17,28,37,35,30,78,84,30,60,20,24,13
405,J. Stokes,Memphis,3,14,26,16,0,31,0,12,14,15,6,3
406,J. Adams,Memphis,10,8,15,15,7,35,16,18,12,3,10,10
407,R. Covington,Philadelphia,90,135,164,111,152,271,395,62,229,56,107,106
408,N. Young,LA Lakers,41,125,140,91,83,251,225,42,79,17,44,62
409,B. Beal,Washington,176,100,128,213,94,502,224,56,160,51,109,111
410,K. Lucas,Memphis,0,0,0,0,0,1,0,1,0,0,0,0
411,B. Caboclo,Toronto,0,0,0,1,2,7,3,4,1,1,3,2
412,L. Nogueira,Toronto,1,2,4,2,0,8,0,6,9,2,2,2
413,D. Powell,Boston,0,1,2,4,0,5,0,3,1,0,2,0
414,N. Mohammed,Chicago,2,1,3,11,0,28,0,18,24,9,7,5
415,J. Calderón,New York,198,27,30,88,59,212,142,42,105,19,75,43
416,M. Brown,Brooklyn,31,38,48,44,15,102,53,35,71,12,23,22
417,N. Calathes,Memphis,126,21,38,80,11,175,41,49,75,13,53,32
418,C. Martin,Detroit,9,0,0,7,6,17,32,20,20,0,5,5
419,D. West,Indiana,198,96,127,290,4,608,17,58,306,97,109,67
420,C. Watson,Indiana,204,127,153,106,68,232,170,55,143,17,99,49
421,G. Jerrett,Oklahoma City,1,0,0,2,1,4,13,4,3,1,2,0
422,J. Grant,Philadelphia,65,97,163,65,44,166,126,58,126,46,73,48
423,E. Moreland,Sacramento,0,0,0,1,0,1,0,2,1,0,0,0
424,H. Whiteside,Miami,5,65,122,199,0,322,0,41,282,124,46,27
425,J. Adrien,Minnesota,15,22,38,19,0,44,0,17,54,23,9,5
426,L. Datome,Detroit,2,0,0,4,1,8,4,3,3,1,1,4
427,K. Durant,Oklahoma City,110,134,158,174,64,308,159,27,162,16,74,52
428,C. Wilcox,LA Clippers,8,2,2,9,7,19,19,17,6,1,10,2
429,D. Cunningham,New Orleans,47,26,41,139,1,304,9,57,159,62,34,41
430,G. Mekel,New Orleans,13,0,0,3,0,17,3,4,1,0,2,3
431,A. Price,Cleveland,13,4,6,9,0,23,11,8,11,4,3,2
432,M. Lee,Philadelphia,0,0,0,0,0,1,0,1,0,0,0,0
433,D. Morris,Brooklyn,40,4,9,27,7,65,32,32,16,7,17,19
434,B. Davies,Brooklyn,2,3,4,5,1,14,4,7,7,3,4,3
435,J. Meeks,Detroit,74,128,140,125,63,287,187,52,78,9,49,68
436,M. McGary,Oklahoma City,9,25,39,75,0,136,1,25,86,43,28,15
437,F. Aldemir,Philadelphia,19,9,21,31,0,54,3,33,78,64,13,8
438,J. O'Bryant,Milwaukee,15,11,23,42,0,109,0,29,31,22,21,15
439,R. Rondo,Dallas,250,13,33,149,16,341,48,38,140,43,119,47
440,R. Ledo,Dallas,1,1,2,0,0,3,3,4,1,1,2,1
441,J. Nelson,Boston,33,6,9,4,5,16,25,6,14,3,9,5
442,J. Crowder,Boston,73,76,102,129,46,266,152,50,175,58,35,82
443,B. Wright,Boston,8,2,4,12,0,21,0,8,10,7,5,2
444,T. Daniels,Minnesota,13,2,2,6,13,20,39,16,13,6,8,17
445,J. Taylor,Charlotte,10,15,26,17,7,41,23,19,22,7,10,7
446,C. Brewer,Houston,82,89,118,167,54,327,182,48,135,44,70,73
447,A. Shved,Houston,3,9,11,4,4,12,12,9,3,1,5,4
448,V. Claver,Portland,1,0,0,3,6,9,11,10,17,3,4,1
449,G. Hill,Indiana,162,90,115,151,58,277,163,35,113,22,56,46
450,A. Payne,Atlanta,0,1,2,2,0,6,1,3,3,1,0,0
451,J. Smith,Houston,124,47,94,173,53,353,157,47,190,89,118,55
452,P. Christopher,Utah,0,0,0,3,0,8,4,4,4,2,1,2
453,P. Mills,San Antonio,71,26,31,56,55,136,159,42,47,18,27,34
454,A. Tolliver,Detroit,39,49,62,45,63,74,182,43,117,36,31,29
455,R. Felton,Dallas,25,9,10,17,6,46,21,23,12,1,12,11
456,D. Powell,Dallas,8,19,25,22,2,44,6,18,25,16,7,3
457,M. Webster,Washington,14,38,52,12,7,44,33,27,31,9,19,18
458,A. Bargnani,New York,42,74,93,132,9,277,33,25,81,26,36,29
459,T. Murry,Utah,0,0,0,0,0,1,0,1,0,0,0,0
460,E. Millsap,Utah,46,47,72,42,27,125,80,40,98,22,60,46
461,J. Smith,Cleveland,102,25,29,77,110,158,281,40,123,24,45,58
462,L. Galloway,New York,119,49,64,112,48,264,142,37,125,32,48,60
463,E. Williams,Utah,4,1,2,1,5,6,7,5,3,0,4,2
464,D. Waiters,Oklahoma City,67,53,83,148,37,350,125,39,86,19,47,86
465,T. Black,LA Lakers,28,36,64,70,0,130,0,29,108,64,22,20
466,K. Martin,Milwaukee,5,2,2,9,0,22,0,11,13,6,3,4
467,M. Raduljica,Minnesota,0,2,2,3,0,8,0,4,3,2,2,0
468,T. Mozgov,Cleveland,33,81,110,168,0,280,0,39,177,96,56,31
469,B. Wright,Phoenix,18,32,46,97,0,165,2,34,98,61,8,24
470,J. Green,Memphis,67,108,128,144,45,323,118,38,140,44,46,62
471,Q. Pondexter,New Orleans,51,42,55,59,54,122,130,36,86,27,29,35
472,T. Johnson,Miami,30,26,39,42,15,91,36,24,46,11,23,9
473,L. Amundson,New York,52,22,50,86,0,195,1,33,121,76,40,27
474,L. Thomas,New York,37,44,60,110,4,255,12,32,67,30,48,34
475,L. Drew,Philadelphia,45,2,3,16,4,32,26,12,14,1,25,7
476,N. Wolters,New Orleans,11,1,2,8,0,24,2,9,12,6,10,6
477,J. Nelson,Denver,122,10,18,83,44,160,118,31,47,12,56,36
478,A. Rivers,LA Clippers,62,26,47,83,22,172,74,35,60,13,32,26
479,Q. Miller,Sacramento,3,8,11,3,1,11,7,6,10,2,3,4
480,D. Jones,LA Clippers,2,9,11,6,0,17,4,17,7,1,1,3
481,J. Green,San Antonio,0,0,0,4,0,5,2,4,3,3,2,1
482,T. Prince,Boston,18,5,6,28,5,51,8,9,24,6,4,8
483,J. McAdoo,Golden State,1,10,16,17,0,33,0,9,13,13,5,5
484,I. Shumpert,Cleveland,45,15,21,44,35,92,103,32,86,26,36,28
485,R. Bullock,Phoenix,1,0,0,1,0,6,4,6,4,0,1,3
486,L. Brown,Minnesota,66,9,15,32,4,66,14,19,37,9,22,10
487,R. Williams,San Antonio,8,2,2,8,2,12,14,12,11,1,2,5
488,J. Gutiérrez,Milwaukee,11,5,6,10,0,17,2,7,11,4,6,2
489,T. Thomas,Memphis,1,2,2,1,0,1,0,1,0,0,0,0
490,J. Lucas,Detroit,0,0,0,0,0,0,0,9,5,2,8,0
491,C. Johnson,Utah,4,3,3,5,6,7,19,5,6,1,2,6
492,T. Frazier,Philadelphia,43,5,15,10,3,32,11,6,15,4,18,5
493,T. Douglas,New Orleans,20,6,10,7,5,18,12,5,8,1,5,4
494,R. Smith,Memphis,2,7,8,1,0,4,2,3,0,1,3,2
495,B. James,Dallas,4,12,14,8,0,15,0,9,14,12,3,2
496,J. Richardson,Philadelphia,34,13,17,24,22,70,75,15,46,11,11,20
497,J. McGee,Philadelphia,2,2,4,8,0,18,0,6,9,4,5,3
498,A. Payne,Minnesota,19,23,32,68,1,158,7,21,93,38,32,23
499,G. Neal,Minnesota,20,25,27,34,11,74,31,11,35,0,10,12
500,R. Sessions,Washington,47,44,53,34,7,83,22,20,44,5,21,15
501,T. Ennis,Milwaukee,47,3,5,28,8,70,30,20,19,4,28,15
502,A. Miller,Sacramento,107,21,24,47,6,99,22,21,49,14,47,18
503,S. Randolph,Boston,1,1,2,3,0,9,1,4,8,4,1,2
504,T. Young,Brooklyn,27,26,39,88,17,177,38,19,74,25,24,27
505,K. Singler,Oklahoma City,16,10,12,9,13,33,37,18,34,7,8,9
506,E. Kanter,Oklahoma City,23,59,75,126,0,224,0,18,106,87,39,21
507,D. Augustin,Oklahoma City,65,26,30,30,29,71,77,20,48,6,29,29
508,G. Dragić,Miami,101,59,76,100,15,180,48,19,45,21,47,25
509,N. Cole,New Orleans,66,20,28,55,21,121,56,19,38,0,36,18
510,B. Knight,Phoenix,50,23,27,30,21,76,67,11,21,2,23,18
511,K. McDaniels,Houston,0,0,0,1,0,5,1,7,1,1,1,1
512,P. Prigioni,Houston,43,4,4,4,7,6,33,16,11,10,10,5
513,D. Stockton,Sacramento,1,0,0,0,0,1,1,1,2,0,2,1
514,A. Shved,New York,57,63,81,47,26,111,70,16,59,14,25,23
515,R. Jackson,Detroit,164,51,61,105,22,234,63,19,75,23,57,47
516,M. Plumlee,Milwaukee,7,1,4,21,0,46,0,13,22,16,6,8
517,I. Canaan,Philadelphia,63,32,37,31,55,82,153,21,44,7,37,26
518,S. Novak,Oklahoma City,2,0,0,2,3,5,12,8,3,1,2,3
519,W. Barton,Denver,41,51,63,68,17,135,49,20,77,20,33,24
520,J. Lauvergne,Denver,7,12,21,19,2,52,13,15,35,20,20,14
521,A. Stoudemire,Dallas,4,26,38,65,0,117,1,16,34,19,12,10
522,A. Afflalo,Portland,20,34,41,44,28,100,71,19,46,4,29,24
523,I. Thomas,Boston,74,82,94,44,31,96,96,14,23,5,35,37
524,J. Jerebko,Boston,20,21,24,31,20,77,49,21,68,30,13,16
525,H. Walker,Miami,23,8,10,12,38,31,113,19,69,5,21,20
526,I. Smith,Philadelphia,122,23,39,86,14,210,41,20,52,8,55,38
527,E. Barron,Phoenix,1,3,4,6,0,17,1,9,7,6,3,2
528,M. Thornton,Phoenix,2,4,5,10,1,20,16,7,7,4,5,6
529,T. Prince,Detroit,27,16,23,45,10,105,23,18,56,19,13,18
530,K. Perkins,Cleveland,2,3,3,10,0,24,0,11,17,8,13,3
531,L. Datome,Boston,5,0,0,15,12,29,26,14,17,1,6,2
532,M. Carter-Williams,Milwaukee,92,64,79,74,2,179,19,17,45,12,57,26
533,T. Robinson,Philadelphia,14,27,46,61,0,124,2,17,82,45,16,15
534,K. Garnett,Minnesota,8,2,4,18,0,30,1,5,24,2,1,5
535,A. Gee,Portland,3,1,4,9,1,16,3,10,4,3,4,2
536,S. Williams,Detroit,6,5,5,10,1,24,20,13,12,6,4,8
537,M. Beasley,Miami,22,10,14,62,5,134,25,18,55,10,28,13
538,B. Cotton,Utah,3,2,2,2,2,11,5,5,3,1,3,2
539,J. Cooley,Utah,0,2,2,5,0,8,0,7,5,1,2,1
540,J. Hamilton,LA Clippers,7,0,0,4,9,12,19,7,13,1,4,2
541,T. Daniels,Charlotte,0,0,0,0,3,0,6,3,1,0,1,0
542,E. Williams,New Orleans,8,0,2,5,3,13,11,7,5,0,0,1
543,C. Johnson,Milwaukee,5,2,2,7,5,12,18,7,9,2,0,5
544,N. Robinson,LA Clippers,20,5,6,10,7,31,20,9,8,3,8,7
545,J. Hamilton,Minnesota,13,18,19,31,3,56,9,9,26,18,8,8
546,J. Benimon,Utah,0,0,0,0,0,0,0,1,2,1,1,0
547,S. Curry,Phoenix,1,0,0,0,0,2,1,2,2,0,0,0
548,T. Murry,Washington,1,2,2,2,0,4,0,3,0,1,4,0
549,J. Brown,LA Lakers,17,19,25,21,11,40,24,10,14,1,13,6
550,G. Robinson,Philadelphia,2,1,4,3,1,8,4,4,5,4,2,1
551,A. Daye,Atlanta,4,0,0,3,3,6,6,5,6,1,1,1
552,S. Kilpatrick,Minnesota,4,4,4,3,4,7,13,4,5,1,2,2
553,Z. Dragić,Miami,0,0,0,0,0,2,0,3,0,1,2,0
554,A. Price,Phoenix,6,0,0,3,0,7,7,5,3,0,1,0
555,R. Ledo,New York,4,3,5,9,5,25,14,5,7,4,13,3
556,W. Bynum,Washington,1,0,0,0,0,1,0,1,0,0,0,0
557,E. Clark,Brooklyn,1,0,0,4,1,8,8,3,8,1,2,3
558,D. Wear,Sacramento,1,0,0,0,0,0,0,1,0,1,0,0
