,Name,Team,Assists,Free Throws,Free Throw Attempts,Two Pointers,Three Pointers,Two Point Attempts,Three Point Attempts,Games Played,Defensive Rebounds,Offensive Rebounds,Turnovers,Half Misses
360,L. Babbitt,New Orleans,32,22,30,54,34,121,90,37,96,18,17,29
361,T. Johnson,Miami,79,51,64,91,27,172,70,35,82,28,47,34
362,M. Thornton,Houston,66,49,55,101,73,219,216,47,83,31,40,53
363,C. Hayes,Houston,2,2,2,1,0,2,0,2,8,0,3,1
364,D. Wright,Toronto,14,12,19,11,4,34,8,21,18,4,8,11
365,N. Powell,Toronto,27,16,18,36,21,96,60,41,62,14,18,28
366,S. Napier,Orlando,96,28,39,33,33,95,101,50,46,9,46,23
367,C. Frye,Orlando,45,19,21,33,48,64,123,44,118,23,30,13
368,A. Nicholson,Orlando,23,42,55,96,35,178,100,48,150,31,37,32
369,M. McGary,Oklahoma City,3,4,10,11,0,19,4,17,14,4,7,3
370,C. Payne,Oklahoma City,93,17,20,65,33,138,96,50,71,8,36,35
371,J. Hickson,Denver,16,27,59,55,0,109,0,18,65,22,16,9
372,C. Parsons,Dallas,169,93,136,216,104,401,250,61,256,29,95,59
373,R. Covington,Philadelphia,83,114,142,96,140,206,402,60,312,55,133,68
374,K. Séraphin,New York,46,17,21,74,0,182,1,44,75,30,39,12
375,V. Carter,Memphis,43,59,68,56,48,129,149,53,99,22,32,47
376,T. Hansbrough,Charlotte,7,32,57,27,2,64,3,37,47,40,11,11
377,T. Daniels,Charlotte,16,5,9,26,46,58,97,37,41,7,18,16
378,B. Portis,Chicago,45,42,59,148,14,335,45,55,186,98,48,40
379,C. Bairstow,Chicago,6,7,8,12,1,35,5,17,24,4,4,5
380,S. Dinwiddie,Detroit,13,11,19,13,1,27,7,8,9,0,5,6
381,C. Andersen,Miami,3,3,4,2,2,5,5,6,6,3,2,3
382,G. Robinson,Indiana,22,27,39,47,11,102,32,38,54,11,15,20
383,R. Hunter,Boston,12,5,6,14,16,31,58,31,31,2,10,9
384,G. Temple,Washington,125,83,113,104,82,230,238,72,160,32,54,52
385,S. Mack,Atlanta,38,8,11,36,4,68,27,23,20,2,14,8
386,J. Parker,Milwaukee,114,153,196,379,7,758,25,69,243,112,101,75
387,T. Ennis,Milwaukee,63,17,22,52,10,111,31,39,42,10,27,22
388,P. Pressey,Philadelphia,46,9,18,17,4,42,13,14,23,0,19,8
389,Q. Acy,Sacramento,21,38,50,83,14,131,33,51,103,54,21,15
390,A. Miller,Minnesota,58,12,16,35,1,54,4,24,18,6,25,7
391,J. Richardson,Miami,57,33,51,54,43,119,90,42,67,14,28,24
392,C. Kaman,Portland,10,3,3,18,1,38,4,14,16,6,7,5
393,J. Stokes,Memphis,0,0,0,0,0,0,0,1,1,1,0,0
394,K. Oubre,Washington,12,29,43,53,23,112,69,51,93,24,30,27
395,L. Nance,LA Lakers,38,27,41,144,1,268,9,57,190,94,37,28
396,M. World,LA Lakers,0,0,0,0,0,0,0,29,59,18,14,0
397,K. Papanikolaou,Denver,16,9,14,14,10,34,32,23,32,8,21,8
398,L. Nogueira,Toronto,3,8,13,21,1,32,2,22,19,15,8,3
399,C. Felício,Chicago,18,10,16,20,0,36,2,23,45,16,5,3
400,T. Jones,Minnesota,79,18,25,32,14,89,46,30,32,6,28,19
401,J. Fredette,New Orleans,0,0,0,1,0,3,1,3,0,0,1,0
402,A. Afflalo,New York,132,102,122,250,84,527,219,65,225,21,77,76
403,L. Amundson,New York,12,12,25,19,0,49,0,24,25,21,11,6
404,D. Marble,Orlando,8,4,10,9,6,28,22,18,22,5,5,8
405,B. Caboclo,Toronto,0,0,0,0,0,3,0,4,1,0,1,1
406,L. Mbah,LA Clippers,0,0,0,0,0,0,0,57,98,59,33,0
407,G. Henderson,Portland,69,101,131,166,47,356,129,67,174,29,61,56
408,M. Bonner,San Antonio,8,3,4,12,13,19,28,22,20,3,3,6
409,B. Udrih,Miami,89,15,17,55,11,118,33,35,57,6,42,16
410,J. Withey,Utah,19,41,56,80,0,148,2,42,105,53,27,19
411,M. Chalmers,Memphis,211,204,245,127,45,274,138,55,120,23,102,58
412,S. Novak,Oklahoma City,0,0,0,1,5,3,9,6,4,0,1,2
413,J. Simmons,San Antonio,56,58,77,91,18,176,42,51,69,14,49,21
414,C. Jefferson,Phoenix,0,4,6,9,0,21,1,6,10,6,0,2
415,C. Alexander,Portland,0,0,0,5,0,10,0,6,4,2,1,0
416,S. Hill,Indiana,44,30,32,48,11,99,46,45,87,34,20,20
417,O. Mayo,Milwaukee,119,28,36,67,52,159,162,41,92,14,72,39
418,A. Harrison,Charlotte,1,4,10,1,2,7,8,16,6,4,3,3
419,J. Ennis,Memphis,2,6,10,2,2,5,8,8,3,4,2,0
420,J. McGee,Dallas,3,18,36,77,0,132,1,33,79,53,21,9
421,D. Hilliard,Detroit,23,27,38,31,17,74,45,34,33,5,16,12
422,J. Anthony,Detroit,1,5,6,3,0,7,0,12,9,7,2,0
423,T. Hardaway,Atlanta,47,40,46,56,42,106,124,45,70,7,22,20
424,J. Young,Boston,9,1,4,5,6,10,26,20,22,4,5,3
425,T. Evans,New Orleans,164,74,93,103,33,228,85,25,109,20,73,40
426,N. Cole,New Orleans,167,52,65,163,33,382,103,45,141,10,75,62
427,R. Hollins,Washington,0,0,0,4,0,7,0,5,4,7,3,1
428,W. Reed,Brooklyn,10,29,53,74,0,126,0,37,70,45,16,15
429,T. Wroten,Philadelphia,20,20,37,19,3,48,17,8,19,2,29,6
430,D. Motiejūnas,Houston,30,29,47,65,15,129,49,32,62,29,39,18
431,I. Shumpert,Cleveland,86,34,45,63,42,145,139,50,159,31,51,49
432,K. Marshall,Philadelphia,64,9,13,25,11,58,38,25,19,1,41,7
433,J. Martin,Memphis,11,24,34,38,0,88,2,18,34,30,14,15
434,K. Irving,Cleveland,218,130,146,281,73,550,234,48,100,37,106,107
435,C. Landry,Philadelphia,25,62,84,113,2,208,9,33,83,40,19,13
436,J. Eddie,Washington,2,4,4,2,12,9,34,17,13,1,1,7
437,I. Smith,Philadelphia,304,75,115,227,36,547,109,43,155,24,108,74
438,B. Dawson,LA Clippers,0,0,0,1,0,3,0,2,1,2,0,0
439,B. Jennings,Detroit,71,27,37,29,24,65,77,23,41,5,22,19
440,R. Hollins,Memphis,10,26,42,45,0,72,0,29,47,40,21,6
441,B. Cotton,Phoenix,3,0,0,2,0,5,3,2,0,0,5,2
442,J. Nurkić,Denver,30,52,79,79,0,182,3,27,86,47,42,30
443,N. Peković,Minnesota,11,16,20,19,0,50,0,12,14,7,9,6
444,E. Williams,Memphis,4,3,4,1,1,6,4,5,3,1,1,2
445,L. Brown,Phoenix,11,3,4,7,1,17,8,8,7,0,9,4
446,C. Wilcox,LA Clippers,7,6,8,7,4,25,11,14,3,0,1,2
447,J. O'Brien,Utah,0,0,0,0,0,1,0,2,1,0,0,0
448,S. Kilpatrick,Denver,3,7,8,4,4,4,17,7,4,2,4,2
449,K. Appling,Orlando,1,2,2,2,0,5,3,4,1,0,3,0
450,J. Stokes,Miami,1,1,2,3,0,5,0,5,2,0,0,1
451,J. Smith,Houston,36,9,19,31,15,78,68,18,39,18,28,25
452,B. Dejean-Jones,New Orleans,15,11,21,16,12,37,32,13,40,8,11,4
453,J. Ayres,LA Clippers,2,4,4,7,0,8,0,9,5,3,3,1
454,E. Green,Utah,2,0,0,4,1,8,4,5,2,3,0,4
455,K. Looney,Golden State,0,0,0,3,1,5,2,4,6,4,1,1
456,T. Antetokounmpo,New York,0,0,0,3,0,3,1,2,1,0,0,0
457,J. McRae,Phoenix,10,12,15,8,3,15,11,6,6,2,6,5
458,M. Kidd-Gilchrist,Charlotte,9,20,29,30,3,54,7,7,33,12,8,11
459,M. Dunleavy,Chicago,35,20,24,31,34,76,84,25,65,8,25,18
460,O. Johnson,Phoenix,0,5,6,4,1,12,6,2,6,3,1,3
461,C. McCullough,Brooklyn,5,5,8,16,6,42,16,17,23,13,8,9
462,E. İlyasova,Orlando,11,32,45,34,15,88,35,18,62,38,8,18
463,B. Jennings,Orlando,88,30,40,31,24,78,71,22,36,11,30,18
464,M. Morris,Washington,29,27,34,82,18,157,58,22,101,24,41,20
465,T. Harris,Detroit,59,62,68,104,25,204,68,21,108,21,25,27
466,C. Andersen,Memphis,6,17,26,23,1,36,4,13,42,21,5,1
467,P. Hairston,Memphis,8,12,18,26,13,54,55,14,29,7,15,16
468,K. Humphries,Phoenix,7,6,8,7,3,26,10,4,21,11,4,8
469,B. Roberts,Portland,14,7,9,11,4,28,11,15,8,2,3,4
470,D. Augustin,Denver,119,64,78,50,41,107,94,23,44,3,45,21
471,J. Green,LA Clippers,28,29,47,61,20,132,59,20,57,14,16,26
472,A. Stepheson,LA Clippers,0,0,2,1,0,1,0,3,1,1,0,0
473,R. Foye,Oklahoma City,39,13,17,17,20,41,67,21,37,7,19,20
474,P. Pressey,Phoenix,28,4,7,9,0,18,4,7,5,3,14,2
475,C. Lee,Charlotte,41,18,20,49,26,97,58,20,59,6,19,11
476,L. Stephenson,Memphis,54,56,69,109,5,212,22,20,77,18,37,33
477,S. Mack,Utah,121,23,35,78,27,172,69,21,71,8,67,37
478,C. Frye,Cleveland,20,5,7,18,33,28,82,19,57,10,7,18
479,J. Fredette,New York,0,4,5,0,1,0,1,2,0,0,1,0
480,S. Novak,Milwaukee,0,0,0,0,2,0,6,3,1,0,0,0
481,J. Sampson,Denver,14,15,21,34,6,67,22,20,38,9,19,11
482,J. Gutiérrez,Charlotte,11,6,7,4,0,5,0,7,3,0,5,0
483,J. Harper,Detroit,0,1,2,0,4,1,9,5,1,0,2,0
484,A. Varejão,Golden State,14,14,23,19,0,42,0,18,28,10,6,3
485,J. Holiday,Chicago,24,9,11,23,15,64,36,19,37,6,16,13
486,A. Anderson,Washington,9,8,10,6,11,13,28,8,18,1,2,5
487,D. Lee,Dallas,25,27,35,76,0,118,0,18,89,47,23,8
488,J. Jenkins,Phoenix,13,6,9,19,11,40,19,14,24,4,12,8
489,K. Hinrich,Atlanta,13,0,0,1,1,4,6,8,10,1,3,4
490,J. Hickson,Washington,4,14,30,17,0,26,1,10,15,9,6,0
491,J. McRae,Cleveland,5,4,5,3,4,13,6,9,5,0,4,1
492,J. Johnson,Miami,58,19,23,55,24,101,54,16,39,10,26,25
493,S. Kilpatrick,Brooklyn,13,34,38,50,22,92,57,15,23,5,16,22
494,G. Smith,Minnesota,5,7,17,15,0,29,0,14,28,10,5,2
495,A. Miller,San Antonio,19,7,11,15,1,27,3,9,13,4,8,8
496,E. Brand,Philadelphia,11,5,6,23,0,52,0,12,27,4,5,5
497,A. Toupane,Denver,11,6,7,7,9,18,30,16,14,7,4,10
498,K. Humphries,Atlanta,9,26,35,35,7,58,26,15,43,18,11,8
499,M. Beasley,Houston,10,28,37,84,3,158,8,14,57,22,19,24
500,T. Lawson,Indiana,19,0,0,11,3,23,8,7,14,0,5,1
501,J. Thompson,Toronto,5,14,16,15,1,27,5,10,32,15,6,4
502,O. Johnson,New Orleans,2,1,2,3,1,12,5,5,5,1,3,0
503,C. Budinger,Phoenix,7,2,2,11,3,17,13,11,12,8,6,3
504,K. Martin,San Antonio,8,13,15,10,7,35,17,10,12,2,6,11
505,B. Weber,Memphis,20,3,4,13,0,33,5,6,16,8,9,8
506,M. Thornton,Washington,10,6,9,12,12,27,38,9,14,3,6,9
507,A. Goudelock,Houston,2,0,0,5,1,6,3,2,0,0,0,1
508,S. Weems,Philadelphia,2,1,2,5,2,12,9,7,11,1,4,2
509,A. Stepheson,Memphis,2,4,10,8,0,26,0,4,8,18,0,7
510,R. McCallum,Memphis,27,2,4,18,10,53,26,10,14,2,13,13
511,N. Mohammed,Oklahoma City,0,2,2,2,0,3,0,3,2,0,2,0
512,C. Clarke,Boston,0,0,0,0,2,2,2,3,1,0,1,1
513,T. Frazier,New Orleans,47,28,35,34,7,67,14,9,30,7,24,6
514,X. Munford,Memphis,5,3,6,7,3,15,7,7,10,2,3,4
515,A. Williams,Phoenix,0,3,6,2,0,4,0,3,3,4,3,2
516,H. Sims,Brooklyn,3,11,14,12,0,30,0,7,18,11,5,4
517,J. Cunningham,Milwaukee,1,6,7,2,2,7,7,4,9,0,3,1
518,J. Farmar,Memphis,18,4,4,12,8,24,20,5,9,0,6,7
519,J. Huestis,Oklahoma City,0,0,2,1,2,2,2,2,0,1,1,0
520,J. Hamilton,New Orleans,11,2,4,15,4,30,14,4,18,2,4,3
521,J. Ennis,New Orleans,7,2,2,2,6,12,9,2,3,8,2,7
