Name,Team,Assists,Free Throws,Free Throw Attempts,Two Pointers,Three Pointers,Two Point Attempts,Three Point Attempts,Games Played,Defensive Rebounds,Offensive Rebounds,Turnovers,Half Misses
H. Türkoğlu,LA Clippers,65,10,18,34,63,91,146,81,143,15,42,23
H. Türkoğlu,Orlando,506,137,202,252,158,537,439,109,384,51,229,93
H. Türkoğlu,Phoenix,58,25,35,44,41,96,97,25,80,20,31,28
H. Türkoğlu,Toronto,272,163,207,156,100,360,262,66,258,35,117,72
H. Walker,Boston,3,2,2,3,0,6,0,4,5,0,2,2
H. Walker,Miami,23,8,10,12,38,31,113,19,69,5,21,20
H. Walker,New York,88,45,66,115,113,194,303,101,190,33,87,55
H. Warrick,Charlotte,25,58,86,66,0,160,3,27,68,21,29,18
H. Warrick,Chicago,17,70,92,74,0,152,1,21,54,37,19,20
H. Warrick,Milwaukee,35,125,172,181,1,372,6,48,125,87,57,53
H. Warrick,New Orleans,0,2,2,1,0,2,0,1,0,0,0,0
H. Warrick,Phoenix,79,252,347,265,2,532,15,101,230,110,101,57
H. Whiteside,Miami,185,667,1124,1708,4,2955,18,293,2500,1004,498,280
H. Whiteside,Portland,80,171,253,446,5,724,8,73,678,266,126,71
H. Whiteside,Sacramento,0,2,4,7,0,17,0,11,12,7,3,3
I. Anigbogu,Indiana,1,5,6,4,0,12,0,10,6,6,3,1
I. Bonga,LA Lakers,9,5,8,4,0,17,6,13,12,5,4,1
I. Bonga,Washington,76,69,85,93,25,163,71,65,151,71,57,33
I. Brazdeikis,New York,4,4,5,5,1,13,9,8,3,2,2,4
I. Briscoe,Orlando,87,15,26,44,11,104,34,37,69,5,31,14
I. Canaan,Chicago,34,27,30,38,24,78,91,34,41,6,19,33
I. Canaan,Houston,36,34,42,27,38,61,103,36,30,14,33,24
I. Canaan,Milwaukee,3,0,0,0,2,1,5,4,3,1,2,1
I. Canaan,Minnesota,19,4,4,4,7,10,19,7,5,0,4,4
I. Canaan,Philadelphia,195,154,180,110,222,309,612,94,190,27,127,115
I. Canaan,Phoenix,138,60,70,56,47,127,138,38,82,11,58,28
I. Clark,Golden State,140,69,89,196,88,361,229,130,140,33,90,67
I. Clark,New Orleans,181,55,70,217,103,430,340,124,171,23,109,102
I. Clark,Utah,21,10,11,18,18,46,51,39,20,7,19,18
I. Diogu,LA Clippers,2,39,55,78,0,141,0,30,70,41,22,15
I. Diogu,San Antonio,0,2,2,0,0,2,0,2,1,0,1,0
I. Hartenstein,Houston,33,30,42,62,2,97,11,44,87,50,29,8
I. Hicks,New York,7,6,12,17,1,33,7,14,20,8,10,6
I. Johnson,Atlanta,69,116,177,242,2,475,15,104,268,111,113,38
I. Mahinmi,Dallas,17,142,207,164,0,289,3,96,221,127,61,27
I. Mahinmi,Indiana,170,329,580,562,0,1079,3,263,882,420,279,105
I. Mahinmi,San Antonio,2,16,23,26,0,41,0,16,27,11,12,3
I. Mahinmi,Washington,139,236,362,327,6,583,41,168,452,291,188,52
I. Rabb,Memphis,64,55,77,151,2,257,10,70,171,97,55,26
I. Roby,Oklahoma City,0,0,0,0,0,1,0,3,2,0,1,0
I. Shumpert,Brooklyn,12,4,7,13,8,31,33,13,25,9,10,10
I. Shumpert,Cleveland,250,120,158,218,176,477,519,165,448,100,168,145
I. Shumpert,Houston,20,0,0,10,16,22,57,17,40,8,11,6
I. Shumpert,New York,374,159,212,325,172,785,490,171,445,145,235,178
I. Shumpert,Sacramento,91,34,41,59,74,146,202,42,110,19,38,45
I. Smith,Detroit,887,183,257,732,93,1551,297,201,494,65,256,224
I. Smith,Golden State,9,1,2,10,2,25,5,4,7,2,1,4
I. Smith,Houston,64,7,10,29,3,75,8,28,36,6,26,9
I. Smith,Memphis,5,3,8,3,0,15,2,9,1,0,1,3
I. Smith,Milwaukee,5,0,0,3,0,7,0,6,1,0,2,1
I. Smith,New Orleans,154,33,43,88,10,195,33,26,78,14,45,27
I. Smith,Oklahoma City,28,6,9,14,1,40,5,24,22,5,9,9
I. Smith,Orlando,68,7,11,38,4,108,19,41,40,14,30,18
I. Smith,Philadelphia,426,98,154,313,50,757,150,63,207,32,163,112
I. Smith,Phoenix,162,22,39,108,1,241,21,58,90,29,60,49
I. Smith,Washington,334,62,86,246,62,520,169,68,189,30,95,69
I. Taylor,Atlanta,175,93,133,121,17,257,64,60,64,19,71,42
I. Thomas,Boston,958,1019,1142,836,412,1709,1121,159,354,86,423,379
I. Thomas,Cleveland,68,58,66,48,22,107,87,15,24,7,41,23
I. Thomas,Denver,17,12,19,19,9,43,34,10,7,5,17,11
I. Thomas,LA Lakers,85,57,62,54,33,126,101,17,26,10,54,33
I. Thomas,Phoenix,171,177,204,137,81,305,207,46,83,26,89,66
I. Thomas,Sacramento,911,629,733,712,289,1418,801,189,374,102,418,266
I. Thomas,Washington,146,61,74,96,78,237,189,40,57,11,77,50
I. Udoka,Sacramento,57,42,57,65,26,149,91,58,136,50,41,32
I. Udoka,San Antonio,13,4,8,5,0,13,8,17,14,5,5,4
I. Whitehead,Brooklyn,192,98,121,180,49,402,153,83,161,30,157,67
I. Zubac,LA Clippers,124,189,252,362,0,615,2,107,522,279,105,67
I. Zubac,LA Lakers,68,121,156,283,0,514,3,100,277,123,83,54
J. Adams,Atlanta,49,6,7,8,23,20,64,28,38,9,21,14
J. Adams,Memphis,13,11,20,17,7,40,17,20,14,3,12,10
J. Adams,Portland,2,0,0,3,0,5,4,3,2,1,0,2
J. Adrien,Charlotte,37,71,116,83,0,184,1,67,157,97,38,27
J. Adrien,Golden State,10,9,17,20,0,48,0,18,32,21,6,8
J. Adrien,Houston,1,7,12,7,0,16,0,7,17,5,2,2
J. Adrien,Milwaukee,19,47,62,72,0,140,0,20,93,45,17,20
J. Adrien,Minnesota,15,22,38,19,0,44,0,17,54,23,9,5
J. Alexander,Chicago,2,2,2,1,0,5,1,4,3,2,0,2
J. Allen,Brooklyn,272,483,691,834,10,1328,63,215,1156,553,258,118
J. Anderson,Atlanta,19,18,25,36,17,67,62,37,46,19,17,13
J. Anderson,Brooklyn,11,6,8,4,11,10,40,12,28,1,6,9
J. Anderson,Dallas,50,97,122,112,55,227,188,93,188,49,59,45
J. Anderson,Houston,26,13,13,21,10,36,34,19,28,10,14,9
J. Anderson,Philadelphia,183,105,140,271,143,487,453,121,334,98,132,117
J. Anderson,Sacramento,24,14,16,25,17,61,58,39,51,10,27,16
J. Anderson,San Antonio,59,45,60,50,35,115,101,65,71,13,36,28
J. Anthony,Boston,0,0,0,5,0,14,0,10,12,8,1,0
J. Anthony,Detroit,6,16,22,35,0,62,0,45,58,34,11,6
J. Anthony,Miami,52,163,241,200,0,398,0,243,435,315,129,55
J. Anthony,San Antonio,2,2,2,8,0,14,0,12,15,7,3,0
J. Artis,Orlando,11,3,5,6,2,17,10,9,14,2,1,3
J. Ayres,Indiana,16,19,22,57,2,129,3,42,78,33,22,16
J. Ayres,LA Clippers,2,4,4,7,0,8,0,9,5,3,3,1
J. Ayres,Portland,0,17,19,32,0,50,0,30,70,23,11,4
J. Ayres,San Antonio,64,56,79,131,0,227,0,98,213,105,79,22
J. Barea,Dallas,1926,503,621,1134,473,2397,1339,448,822,134,677,408
J. Barea,Minnesota,654,205,254,431,178,991,527,166,340,57,296,214
J. Bayless,Boston,118,39,51,97,40,217,107,36,66,12,51,54
J. Bayless,Memphis,304,123,148,231,90,523,259,104,190,27,135,114
J. Bayless,Milwaukee,380,175,203,258,137,580,340,122,290,40,190,110
J. Bayless,Minnesota,107,13,22,47,27,121,95,30,46,11,28,33
J. Bayless,New Orleans,28,13,16,14,3,35,14,11,13,2,17,2
J. Bayless,Philadelphia,66,44,54,64,56,143,151,42,74,18,55,46
J. Bayless,Portland,153,193,233,163,24,368,77,67,90,18,81,54
J. Bayless,Toronto,311,176,213,183,76,420,202,82,166,26,141,74
J. Bell,Golden State,164,51,79,189,0,325,5,109,249,105,81,23
J. Bell,Memphis,2,2,2,1,2,4,3,2,1,2,3,3
J. Bell,Minnesota,14,17,29,30,2,51,9,26,50,28,18,9
J. Bender,New York,16,24,26,26,14,61,39,25,37,15,28,14
J. Benimon,Utah,0,0,0,0,0,0,0,1,2,1,1,0
J. Bird,Boston,1,3,6,1,0,2,2,5,2,2,1,0
J. Blossomgame,Cleveland,13,10,13,37,10,67,39,27,72,26,11,13
J. Bolden,Philadelphia,33,10,23,41,29,56,79,40,101,37,34,10
J. Bolden,Phoenix,0,2,2,2,0,5,3,3,5,3,0,1
J. Bolomboy,Milwaukee,0,3,6,3,0,5,1,5,4,6,2,0
J. Bolomboy,Utah,2,2,4,7,0,10,2,9,11,1,2,2
J. Bone,Detroit,8,0,0,3,2,10,10,9,4,0,2,3
J. Boone,New Jersey,27,17,52,102,0,206,0,53,179,116,34,28
J. Brantley,Utah,13,2,4,7,3,17,16,10,19,5,8,5
J. Brockman,Milwaukee,24,47,70,59,0,120,1,87,131,98,32,16
J. Brockman,Sacramento,21,36,61,50,0,96,0,43,105,101,21,18
J. Brown,Boston,417,570,823,1021,410,1936,1125,283,1086,256,432,355
J. Brown,LA Lakers,17,19,25,21,11,40,24,10,14,1,13,6
J. Brunson,Dallas,386,140,184,320,103,614,287,123,244,47,147,96
J. Butler,Chicago,1073,1617,1941,1476,285,3069,880,345,1185,500,489,520
J. Butler,Miami,458,579,685,431,42,867,157,77,359,144,181,109
J. Butler,Minnesota,322,372,433,405,86,800,239,66,266,92,117,142
J. Butler,Philadelphia,217,257,291,288,49,588,143,53,180,103,79,98
J. Calderón,Atlanta,17,5,6,6,2,12,15,10,11,4,6,5
J. Calderón,Cleveland,110,21,26,43,39,80,83,48,63,12,39,8
J. Calderón,Dallas,354,40,48,130,178,287,390,72,145,27,92,62
J. Calderón,Detroit,287,24,26,95,64,187,152,69,111,16,82,36
J. Calderón,LA Lakers,51,3,3,20,12,43,34,23,33,8,26,12
J. Calderón,New York,495,67,76,213,143,464,345,114,312,41,162,107
J. Calderón,Toronto,1693,193,228,643,248,1301,631,219,505,82,410,222
J. Carter,Memphis,58,17,22,17,18,68,75,33,38,11,29,20
J. Carter,Phoenix,84,22,26,39,62,97,146,57,88,30,32,31
J. Chealey,Charlotte,2,2,2,1,0,6,4,4,0,0,2,2
J. Childress,Brooklyn,5,1,2,5,1,18,3,9,9,6,0,5
J. Childress,New Orleans,2,0,0,0,0,0,0,3,3,0,1,0
J. Childress,Phoenix,56,29,56,120,4,202,29,62,105,82,45,38
J. Clarkson,Cleveland,293,249,296,518,236,997,678,127,269,110,193,203
J. Clarkson,LA Lakers,694,461,572,1076,300,2215,896,249,601,223,444,420
J. Clarkson,Utah,81,70,87,185,110,335,303,49,111,31,65,75
J. Collins,Atlanta,282,465,620,995,124,1649,327,241,1069,528,318,180
J. Collins,Boston,6,21,30,8,0,23,0,28,31,21,16,3
J. Collins,Brooklyn,4,1,2,4,0,10,1,13,4,4,6,1
J. Collins,LA Clippers,1,7,10,5,0,15,0,14,10,7,5,1
J. Collins,Phoenix,6,7,20,6,0,21,0,24,31,16,4,1
J. Collins,Portland,1,0,0,1,0,6,0,5,0,7,2,1
J. Collins,Washington,2,0,0,1,0,3,0,2,5,0,1,0
J. Cooley,Sacramento,4,3,3,7,0,12,0,3,5,6,0,1
J. Cooley,Utah,0,2,2,5,0,8,0,7,5,1,2,1
J. Crawford,Atlanta,450,410,482,546,259,1147,725,144,268,58,273,213
J. Crawford,Boston,263,123,143,178,66,386,209,58,143,23,115,88
J. Crawford,Brooklyn,3,0,0,1,1,2,2,1,0,0,0,1
J. Crawford,Golden State,46,26,32,68,24,144,84,33,35,7,39,28
J. Crawford,LA Clippers,901,1019,1150,1212,615,2661,1745,346,539,105,583,510
J. Crawford,Minnesota,174,95,106,196,102,406,300,75,72,18,89,72
J. Crawford,New Orleans,47,9,10,39,35,81,74,15,25,6,19,14
J. Crawford,Phoenix,206,68,83,82,49,194,166,58,66,8,88,31
J. Crawford,Portland,170,120,128,162,73,388,225,51,83,9,94,66
J. Crawford,Washington,364,228,284,455,139,998,469,112,234,79,253,201
J. Crowder,Boston,340,415,510,507,304,975,850,183,798,166,186,227
J. Crowder,Cleveland,58,78,92,95,62,187,189,53,132,41,42,36
J. Crowder,Dallas,155,96,137,170,124,335,365,158,290,81,96,78
J. Crowder,Memphis,125,75,95,69,78,133,266,45,237,40,54,46
J. Crowder,Miami,73,51,68,44,109,68,275,39,196,21,27,30
J. Crowder,Utah,160,167,232,194,203,379,610,96,372,72,107,119
J. Culver,Minnesota,110,54,117,164,66,348,221,63,142,70,81,74
J. Cunningham,Atlanta,3,0,2,1,0,1,1,4,1,0,2,0
J. Cunningham,Cleveland,19,30,48,23,10,60,32,24,26,3,18,14
J. Cunningham,Dallas,1,2,2,4,2,11,3,5,2,1,2,2
J. Cunningham,LA Clippers,10,7,13,8,4,20,13,17,8,1,7,2
J. Cunningham,Milwaukee,1,6,7,2,2,7,7,4,9,0,3,1
J. Cunningham,Sacramento,0,0,0,1,0,3,0,1,0,1,0,0
J. Davis,Memphis,6,4,8,6,4,14,13,13,11,16,3,3
J. Dentmon,Dallas,0,0,0,0,0,1,0,1,0,0,0,0
J. Dentmon,San Antonio,1,0,0,2,0,2,4,2,1,0,1,0
J. Dorsey,Houston,23,17,61,77,0,139,0,65,163,99,40,13
J. Dorsey,Sacramento,0,3,8,4,0,9,0,7,13,5,2,1
J. Dorsey,Toronto,22,24,52,42,0,75,0,33,92,63,32,13
J. Dudley,Brooklyn,76,25,38,43,49,79,138,54,111,26,40,29
J. Dudley,LA Clippers,99,29,48,111,77,208,212,66,110,35,53,52
J. Dudley,LA Lakers,28,2,2,6,18,19,44,41,48,6,10,10
J. Dudley,Milwaukee,114,46,63,117,70,220,177,66,159,44,57,35
J. Dudley,Phoenix,643,501,660,714,452,1381,1127,372,908,370,371,253
J. Dudley,Washington,151,65,90,118,96,224,229,74,211,49,74,54
J. Eddie,Boston,0,0,0,0,0,0,1,1,1,0,0,0
J. Eddie,Chicago,0,0,0,0,0,0,1,1,0,0,0,1
J. Eddie,Phoenix,0,8,9,2,4,3,16,4,6,1,1,4
J. Eddie,Washington,2,4,4,2,12,9,34,17,13,1,1,7
J. Embiid,Philadelphia,638,1449,1825,1446,239,2758,751,211,1909,511,743,367
J. Ennis,Detroit,19,31,41,47,18,81,57,22,42,20,16,15
J. Ennis,Houston,27,42,58,60,44,91,120,40,80,37,23,18
J. Ennis,Memphis,108,151,187,170,80,317,221,112,281,124,96,49
J. Ennis,Miami,33,63,75,51,25,116,73,55,97,42,32,25
J. Ennis,New Orleans,7,2,2,2,6,12,9,2,3,8,2,7
J. Ennis,Orlando,28,38,46,50,22,89,79,25,95,29,33,19
J. Ennis,Philadelphia,50,62,80,85,47,161,139,65,139,67,39,42
J. Evans,Dallas,2,15,21,22,4,32,16,23,43,11,7,5
J. Evans,Golden State,47,25,30,41,14,120,46,47,44,13,32,29
J. Evans,LA Clippers,100,38,49,74,15,198,54,46,75,9,45,31
J. Evans,Minnesota,0,0,0,0,0,0,1,1,0,0,0,0
J. Evans,Phoenix,10,0,0,3,0,11,2,7,11,1,6,4
J. Evans,Utah,81,98,148,281,1,485,6,167,309,175,63,65
J. Farmar,LA Clippers,67,10,11,26,35,61,97,36,35,8,32,14
J. Farmar,LA Lakers,286,85,124,207,143,446,352,111,177,33,150,89
J. Farmar,Memphis,18,4,4,12,8,24,20,5,9,0,6,7
J. Farmar,New Jersey,443,107,127,212,152,488,391,103,185,30,191,102
J. Farmar,Sacramento,9,0,0,0,4,3,9,2,2,1,3,0
J. Flynn,Houston,28,11,14,10,2,32,9,11,7,1,9,3
J. Flynn,Minnesota,498,223,272,371,97,881,282,122,213,33,317,122
J. Flynn,Portland,13,4,6,3,2,9,4,5,2,2,3,2
J. Foote,New Orleans,0,0,0,2,0,6,0,4,5,1,2,1
J. Foster,Indiana,69,38,66,103,1,213,4,78,247,201,43,39
J. Franklin,Memphis,6,2,2,9,3,26,9,17,17,4,10,9
J. Fredette,Chicago,1,0,0,3,3,8,6,5,3,1,1,4
J. Fredette,New Orleans,57,40,41,55,9,119,49,46,32,8,33,20
J. Fredette,New York,0,4,5,0,1,0,1,2,0,0,1,0
J. Fredette,Phoenix,1,4,4,1,0,5,6,2,3,0,3,0
J. Fredette,Sacramento,224,114,131,215,151,506,365,149,119,37,156,108
J. Freeland,Portland,58,49,67,173,0,379,2,129,283,176,72,42
J. Gibson,Dallas,27,21,29,20,15,50,45,16,21,1,21,7
J. Giddens,Boston,6,6,12,9,0,19,2,14,16,4,7,2
J. Giddens,New York,4,5,6,12,0,18,5,6,16,6,4,1
J. Graham,Cleveland,18,27,31,68,9,135,29,31,70,8,27,14
J. Graham,Denver,19,54,71,96,2,181,12,54,77,38,40,19
J. Grant,Chicago,414,189,239,195,96,430,278,125,211,49,120,96
J. Grant,Denver,113,193,248,245,129,462,347,90,245,66,88,94
J. Grant,New York,155,82,101,106,15,243,81,69,102,19,74,38
J. Grant,Oklahoma City,174,369,553,564,169,1005,469,222,666,205,158,183
J. Grant,Orlando,154,25,37,51,38,109,106,57,78,19,51,17
J. Grant,Philadelphia,185,286,446,262,70,577,253,130,375,134,176,110
J. Grant,Washington,9,5,7,8,2,19,8,6,4,2,3,3
J. Gray,New Orleans,2,0,0,1,0,2,0,2,1,1,5,0
J. Gray,Phoenix,12,7,11,8,3,28,13,5,8,2,7,7
J. Green,Boston,319,608,762,851,246,1776,717,241,742,154,353,304
J. Green,Cleveland,93,184,214,222,44,421,153,72,176,56,68,54
J. Green,Houston,49,38,45,84,51,119,133,30,97,15,30,19
J. Green,LA Clippers,95,87,121,185,151,356,389,118,522,136,96,74
J. Green,Memphis,418,593,751,1012,234,2052,655,281,1391,596,419,311
J. Green,Oklahoma City,206,298,376,553,148,1114,454,123,552,166,194,221
J. Green,Orlando,80,142,164,167,53,365,193,69,173,38,75,75
J. Green,San Antonio,0,0,0,4,0,5,2,4,3,3,2,1
J. Green,Utah,20,49,63,41,34,91,104,30,67,14,27,20
J. Green,Washington,133,175,196,201,110,347,307,74,243,56,97,74
J. Gutiérrez,Brooklyn,20,5,7,16,0,28,4,14,17,1,9,9
J. Gutiérrez,Charlotte,11,6,7,4,0,5,0,7,3,0,5,0
J. Gutiérrez,Milwaukee,11,5,6,10,0,17,2,7,11,4,6,2
J. Hamilton,Brooklyn,49,34,46,102,51,169,165,57,174,65,37,34
J. Hamilton,Charlotte,0,0,0,0,0,0,0,1,0,0,1,0
J. Hamilton,Denver,64,37,60,121,87,280,236,92,205,60,57,84
J. Hamilton,Houston,10,14,16,18,17,38,48,15,43,6,15,16
J. Hamilton,LA Clippers,7,0,0,4,9,12,19,7,13,1,4,2
J. Hamilton,Miami,12,7,8,22,7,48,22,24,25,25,9,7
J. Hamilton,Minnesota,13,18,19,31,3,56,9,9,26,18,8,8
J. Hamilton,New Orleans,11,2,4,15,4,30,14,4,18,2,4,3
J. Harden,Houston,4449,4955,5733,3173,1885,6145,5265,579,2993,508,2579,1412
J. Harden,Oklahoma City,477,669,804,449,278,900,740,192,555,103,304,217
J. Harper,Detroit,0,1,2,0,4,1,9,5,1,0,2,0
J. Harper,Orlando,1,0,0,0,0,3,1,4,2,0,2,0
J. Harper,Philadelphia,2,0,0,3,2,5,7,3,3,3,4,0
J. Harper,Phoenix,0,0,0,1,0,2,2,3,0,0,0,0
J. Harrellson,Detroit,15,5,7,26,12,51,31,29,46,30,10,16
J. Harrellson,Miami,0,1,2,3,1,4,5,4,4,3,3,0
J. Harrellson,New York,8,15,24,32,18,68,55,29,81,42,17,15
J. Harris,Brooklyn,488,281,358,610,572,1122,1334,269,800,181,360,258
J. Harris,Cleveland,24,7,12,12,30,28,79,43,32,6,20,17
J. Hart,LA Lakers,158,97,141,172,153,328,430,122,397,70,94,87
J. Hart,Minnesota,1,0,0,0,0,1,0,1,0,0,0,0
J. Hart,New Orleans,113,85,113,105,121,179,354,68,366,61,78,72
J. Hayes,New Jersey,38,11,14,72,57,137,170,40,93,9,28,36
J. Hayes,New Orleans,56,123,190,173,1,255,4,63,162,97,53,10
J. Henson,Cleveland,43,17,33,55,6,89,31,29,82,32,21,9
J. Henson,Detroit,11,6,13,32,2,46,5,11,34,14,15,2
J. Henson,Milwaukee,386,421,732,1180,12,2177,42,359,1309,672,414,223
J. Hernangómez,Denver,110,145,190,158,132,303,372,169,430,146,89,82
J. Hernangómez,Minnesota,18,28,46,33,29,68,69,14,83,19,14,9
J. Hickson,Cleveland,108,310,458,625,0,1272,6,146,657,284,237,118
J. Hickson,Denver,164,285,539,585,0,1169,10,152,770,361,232,136
J. Hickson,Portland,83,180,268,421,0,731,2,77,546,256,142,70
J. Hickson,Sacramento,22,37,58,65,0,173,1,35,110,67,39,24
J. Hickson,Washington,4,14,30,17,0,26,1,10,15,9,6,0
J. Hill,Houston,49,108,156,269,0,540,5,114,325,198,94,64
J. Hill,Indiana,83,89,125,274,0,534,1,71,286,152,91,47
J. Hill,LA Lakers,151,259,374,645,3,1295,10,160,734,422,190,143
J. Hill,Minnesota,0,2,2,4,0,11,0,4,6,7,3,1
J. Hill,New York,7,15,21,41,0,90,2,23,29,32,12,9
J. Hoard,Portland,5,8,13,22,0,41,3,15,22,19,6,10
J. Holiday,Atlanta,11,5,10,14,10,28,45,23,23,4,13,12
J. Holiday,Chicago,248,174,205,192,263,492,723,124,434,56,149,143
J. Holiday,Golden State,41,22,30,50,31,107,98,50,55,11,24,27
J. Holiday,Indiana,96,53,69,76,142,160,347,77,217,36,47,46
J. Holiday,Memphis,53,38,42,70,47,158,157,39,110,25,48,49
J. Holiday,New Orleans,2727,884,1137,2181,611,4288,1764,400,1338,335,1133,748
J. Holiday,New York,90,59,72,118,86,230,240,76,181,24,62,63
J. Holiday,Philadelphia,1518,447,570,1145,260,2506,692,262,704,236,705,366
J. Holland,Cleveland,4,4,6,4,7,14,25,15,15,4,5,3
J. Howard,Dallas,44,94,119,117,20,267,75,31,86,26,43,45
J. Howard,Miami,29,29,34,50,0,131,0,66,88,41,32,16
J. Howard,Minnesota,4,7,12,26,5,61,16,11,27,9,10,10
J. Howard,Portland,57,50,64,175,0,343,1,66,213,103,60,42
J. Howard,Utah,49,68,86,129,8,309,36,41,113,38,52,45
J. Howard,Washington,28,43,66,68,10,168,40,22,65,22,23,33
J. Huestis,Oklahoma City,21,5,20,30,35,70,117,69,120,46,27,27
J. Ingles,Utah,1637,306,399,576,756,1121,1882,449,1326,142,704,361
J. Isaac,Orlando,141,180,226,329,125,660,382,131,549,166,147,105
J. Jack,Brooklyn,580,263,301,408,61,876,228,103,334,27,271,127
J. Jack,Cleveland,296,103,125,201,57,463,162,73,181,21,122,75
J. Jack,Golden State,390,147,173,275,76,592,187,71,198,16,145,70
J. Jack,New Orleans,435,232,270,387,63,842,187,109,262,34,178,109
J. Jack,New York,333,57,69,154,24,338,81,58,159,20,113,54
J. Jack,Toronto,425,195,227,256,75,513,196,87,212,33,181,86
J. Jackson,Dallas,66,54,68,127,67,250,225,89,165,40,19,60
J. Jackson,Memphis,177,325,433,502,219,919,582,127,461,139,225,143
J. Jackson,Phoenix,277,293,456,556,116,1212,405,148,490,149,305,202
J. Jackson,Sacramento,134,65,84,191,106,354,322,114,267,50,58,62
J. James,Sacramento,18,10,21,26,9,55,29,27,26,6,8,7
J. Jeffries,Houston,17,11,24,31,1,71,10,26,32,40,11,15
J. Jeffries,New York,130,108,169,142,23,313,79,100,230,193,102,51
J. Jeffries,Portland,14,12,23,16,0,52,2,36,34,26,17,15
J. Jenkins,Atlanta,63,54,62,91,67,180,169,81,117,19,50,31
J. Jenkins,Dallas,9,6,6,26,3,51,19,19,18,4,11,7
J. Jenkins,New York,10,9,10,13,9,34,32,16,14,3,5,8
J. Jenkins,Phoenix,14,8,11,20,12,43,21,18,25,4,12,10
J. Jenkins,Washington,1,0,0,0,2,0,2,2,1,0,0,0
J. Jerebko,Boston,136,97,121,166,100,360,266,162,442,154,97,61
J. Jerebko,Detroit,188,307,408,596,123,1159,392,262,698,413,221,222
J. Jerebko,Golden State,88,64,78,88,62,151,171,66,207,69,39,40
J. Jerebko,Utah,40,42,53,83,58,172,143,67,183,51,24,44
J. Johnson,Atlanta,853,468,563,1114,303,2286,862,185,612,170,375,341
J. Johnson,Boston,5,6,9,46,0,94,0,24,25,16,8,2
J. Johnson,Brooklyn,911,464,562,997,468,2163,1235,263,824,179,462,479
J. Johnson,Chicago,56,54,74,92,17,190,54,72,109,40,76,17
J. Johnson,Houston,32,17,18,28,14,57,47,17,47,2,14,9
J. Johnson,Memphis,101,65,78,108,20,200,80,45,95,55,61,34
J. Johnson,Miami,699,315,449,664,221,1213,640,222,785,158,391,193
J. Johnson,Minnesota,53,23,34,47,17,82,46,14,49,17,33,17
J. Johnson,Sacramento,56,40,65,115,2,260,21,53,94,48,68,36
J. Johnson,Toronto,292,183,273,527,46,962,162,182,515,168,233,119
J. Johnson,Utah,174,67,83,227,109,478,310,104,291,44,94,96
J. Jones,Cleveland,55,75,99,45,135,103,332,134,140,27,40,49
J. Jones,Dallas,2,4,6,9,4,22,10,7,13,8,3,6
J. Jones,LA Lakers,0,0,0,1,0,1,1,1,0,1,0,0
J. Jones,Miami,77,78,95,37,199,107,474,171,197,31,41,71
J. Jones,New Orleans,0,2,2,0,1,3,1,4,3,0,0,1
J. Jordan,Brooklyn,13,32,38,49,0,90,0,39,50,51,22,6
J. Jordan,New York,4,7,8,10,0,21,0,16,11,12,2,3
J. Kapono,LA Lakers,11,0,0,13,8,28,27,21,12,2,6,8
J. Kapono,Philadelphia,28,8,13,50,50,121,143,58,46,17,29,31
J. Kidd,Dallas,1518,142,171,187,354,461,939,190,815,93,430,161
J. Kidd,New York,222,39,46,36,104,79,293,67,236,44,72,54
J. Konchar,Memphis,22,1,2,19,5,27,10,16,29,18,7,2
J. Lamb,Charlotte,478,522,618,878,284,1754,850,264,1014,175,246,323
J. Lamb,Indiana,96,91,109,163,53,321,158,46,176,24,50,47
J. Lamb,Oklahoma City,158,107,125,231,129,495,364,129,259,36,87,118
J. Lauvergne,Chicago,12,5,11,17,3,46,13,13,31,13,9,7
J. Lauvergne,Denver,54,65,80,183,15,343,62,69,226,93,66,49
J. Lauvergne,Oklahoma City,51,37,58,84,27,166,78,50,133,51,39,34
J. Lauvergne,San Antonio,38,29,45,97,0,181,5,48,106,62,33,15
J. Layman,Minnesota,15,24,32,57,24,107,72,23,40,17,24,24
J. Layman,Portland,65,58,80,159,67,262,226,112,171,61,53,42
J. Lecque,Phoenix,2,2,2,4,0,6,4,5,2,0,2,0
J. Leuer,Cleveland,5,2,6,10,0,25,3,9,8,5,5,3
J. Leuer,Detroit,127,127,149,336,49,598,176,113,389,131,96,61
J. Leuer,Memphis,65,75,110,215,30,447,75,112,283,91,62,51
J. Leuer,Milwaukee,24,19,24,83,2,159,8,37,63,39,15,21
J. Leuer,Phoenix,68,69,91,166,42,325,110,63,270,66,70,46
J. Lin,Atlanta,181,132,157,136,44,254,132,51,103,16,98,47
J. Lin,Brooklyn,153,94,116,103,44,207,128,31,91,6,74,41
J. Lin,Charlotte,201,206,257,206,65,458,195,70,184,36,130,72
J. Lin,Golden State,27,10,14,21,0,53,2,22,14,7,15,6
J. Lin,Houston,694,375,470,458,135,931,404,135,332,53,370,145
J. Lin,LA Lakers,329,196,245,205,63,449,169,70,161,24,160,99
J. Lin,New York,216,144,180,147,24,308,75,35,89,18,126,45
J. Lin,Toronto,44,27,34,43,11,89,51,19,46,5,21,16
J. Loyd,Toronto,6,6,8,3,2,6,6,9,7,1,2,4
J. Lucas,Chicago,0,0,0,0,0,0,0,35,42,19,33,0
J. Lucas,Detroit,0,0,0,0,0,0,0,9,5,2,8,0
