Name,Team,Assists,Free Throws,Free Throw Attempts,Two Pointers,Three Pointers,Two Point Attempts,Three Point Attempts,Games Played,Defensive Rebounds,Offensive Rebounds,Turnovers,Half Misses
J. Okafor,Brooklyn,11,19,25,66,0,117,3,25,55,16,18,5
J. Okafor,New Orleans,70,91,140,279,1,464,6,81,251,120,80,36
J. Okafor,Philadelphia,124,241,356,642,1,1255,6,105,415,208,217,111
J. Okogie,Minnesota,182,262,343,254,98,512,359,128,350,127,149,123
J. Pargo,Atlanta,75,8,9,48,45,111,117,45,52,9,42,20
J. Pargo,Charlotte,71,12,15,45,48,91,118,40,21,5,41,17
J. Pargo,Chicago,84,37,38,90,36,231,132,54,64,7,48,34
J. Pargo,Cleveland,64,28,41,57,18,130,57,24,25,7,37,25
J. Pargo,Golden State,8,0,1,8,3,15,7,3,2,1,4,2
J. Pargo,Memphis,52,15,24,36,8,102,32,35,24,12,43,22
J. Pargo,Philadelphia,28,14,21,17,7,46,17,14,16,1,13,6
J. Pargo,Washington,14,2,2,5,3,12,20,7,6,0,8,6
J. Parker,Atlanta,58,53,72,167,31,278,115,32,137,54,60,49
J. Parker,Chicago,84,79,108,183,37,350,114,39,200,41,84,33
J. Parker,Milwaukee,345,391,520,930,96,1819,276,170,642,266,272,205
J. Parker,Sacramento,10,8,9,20,1,32,4,6,16,7,4,2
J. Parker,Washington,67,48,72,125,24,201,79,24,138,38,65,27
J. Patton,Oklahoma City,2,0,0,3,1,6,4,5,4,1,2,1
J. Patton,Philadelphia,3,1,2,2,0,5,2,3,4,2,0,2
J. Petro,Atlanta,12,6,7,39,1,87,4,26,56,26,20,8
J. Petro,Denver,10,12,17,36,0,68,1,27,76,25,18,5
J. Petro,New Jersey,77,36,52,195,1,448,5,116,255,107,76,58
J. Poeltl,San Antonio,203,87,174,339,0,537,0,138,461,296,101,58
J. Poeltl,Toronto,65,81,142,273,1,444,2,122,278,224,103,42
J. Poole,Golden State,134,87,108,93,74,237,265,57,109,9,74,62
J. Posey,Indiana,33,9,12,12,64,26,198,45,130,10,21,24
J. Posey,New Orleans,108,61,73,44,70,100,217,71,276,31,47,37
J. Powell,Atlanta,17,29,36,85,0,186,1,48,76,45,48,26
J. Powell,LA Lakers,27,17,24,57,6,155,15,51,59,37,28,31
J. Przybilla,Charlotte,0,1,4,4,0,10,0,5,15,9,7,2
J. Przybilla,Milwaukee,4,0,2,1,0,4,0,12,16,5,4,1
J. Przybilla,Portland,24,55,88,79,0,149,0,76,322,121,72,31
J. Pullen,Philadelphia,0,0,0,1,0,1,1,2,0,0,1,0
J. Randle,LA Lakers,559,628,885,1112,33,2189,128,217,1477,464,491,300
J. Randle,New Orleans,223,344,468,482,64,858,188,71,454,155,199,115
J. Randle,New York,198,257,350,399,64,775,231,64,471,151,193,140
J. Reaves,Dallas,4,4,4,4,0,9,3,4,4,1,1,0
J. Redick,LA Clippers,397,523,585,710,613,1448,1404,244,448,51,291,265
J. Redick,Milwaukee,47,33,37,46,29,93,91,18,28,5,20,22
J. Redick,New Orleans,119,149,168,106,180,234,397,60,141,10,75,64
J. Redick,Orlando,584,431,485,467,391,992,972,234,442,44,268,220
J. Redick,Philadelphia,390,339,379,380,391,767,981,136,309,28,191,213
J. Richardson,Miami,691,365,447,679,387,1444,1065,237,591,163,332,294
J. Richardson,Orlando,178,90,133,246,188,527,498,90,284,55,107,129
J. Richardson,Philadelphia,260,161,205,305,174,664,519,106,298,75,149,174
J. Richardson,Phoenix,167,177,236,421,205,804,515,97,384,110,116,144
J. Robinson,LA Clippers,60,16,26,46,35,112,115,64,84,8,33,25
J. Robinson,Washington,48,27,35,41,33,95,91,27,65,9,26,21
J. Salmons,Chicago,125,112,143,157,73,356,192,51,156,18,70,60
J. Salmons,Milwaukee,300,271,325,363,109,848,287,87,269,39,161,120
J. Salmons,New Orleans,13,2,4,8,8,22,26,19,17,4,5,10
J. Salmons,Sacramento,344,113,151,267,142,630,396,132,313,57,137,111
J. Salmons,Toronto,93,27,37,56,38,158,105,53,96,10,35,40
J. Sampson,Denver,14,15,21,34,6,67,22,20,38,9,19,11
J. Sampson,Indiana,25,18,27,76,2,118,13,37,80,21,17,13
J. Sampson,Philadelphia,88,110,174,173,36,353,138,113,213,59,116,75
J. Sampson,Sacramento,8,6,10,24,5,45,9,16,42,14,7,6
J. Selby,Memphis,32,16,23,26,3,63,20,31,16,2,34,6
J. Sibert,Atlanta,0,0,0,0,1,0,1,1,0,0,0,0
J. Simmons,Orlando,266,239,310,369,89,759,287,110,255,84,202,121
J. Simmons,Philadelphia,17,13,21,12,4,28,12,12,14,3,8,5
J. Simmons,San Antonio,164,150,198,216,44,447,127,119,196,32,116,73
J. Singleton,Dallas,9,6,6,19,5,42,22,24,38,17,12,8
J. Singleton,Washington,18,38,45,60,2,141,15,24,103,74,31,23
J. Smith,Atlanta,1084,826,1301,1782,134,3639,444,271,1916,619,732,423
J. Smith,Cleveland,418,121,172,340,512,781,1361,230,567,103,207,278
J. Smith,Denver,324,271,371,448,246,943,683,138,442,64,220,203
J. Smith,Detroit,376,206,401,579,71,1295,287,102,559,154,264,256
J. Smith,Houston,160,56,113,204,68,431,225,65,229,107,146,80
J. Smith,LA Clippers,42,25,42,51,18,122,58,32,92,34,41,20
J. Smith,LA Lakers,7,4,4,9,7,27,33,21,21,1,13,11
J. Smith,Milwaukee,1,2,2,1,3,4,9,6,8,3,5,2
J. Smith,New Jersey,5,0,0,3,1,12,6,7,7,3,2,2
J. Smith,New Orleans,112,202,250,529,3,1121,21,181,472,246,154,128
J. Smith,New York,634,447,599,841,365,1909,1028,235,859,196,371,355
J. Smith,Orlando,53,51,63,221,4,442,15,68,144,45,56,40
J. Smith,Philadelphia,27,29,41,58,10,132,28,50,70,48,31,23
J. Smith,Washington,57,59,78,179,38,345,100,110,233,90,73,42
J. Southerland,Charlotte,0,0,0,0,0,2,1,1,0,0,0,1
J. Stackhouse,Atlanta,13,15,16,20,10,50,30,22,13,6,9,10
J. Stackhouse,Brooklyn,25,12,15,26,25,60,79,31,21,5,20,22
J. Stackhouse,Miami,3,5,7,2,1,8,4,7,6,1,2,1
J. Stackhouse,Milwaukee,58,45,53,63,35,144,105,34,66,16,55,25
J. Stokes,Denver,2,1,2,1,0,1,0,2,1,1,0,0
J. Stokes,Memphis,3,14,26,16,0,31,0,13,15,16,6,3
J. Stokes,Miami,1,1,2,3,0,5,0,5,2,0,0,1
J. Stone,Charlotte,13,1,2,0,2,0,5,13,20,0,4,0
J. Stone,Denver,31,11,15,13,2,20,11,17,18,7,13,5
J. Stone,Toronto,12,2,3,5,2,9,8,13,18,2,5,1
J. Sullinger,Boston,440,379,522,956,125,1998,461,239,1241,642,306,322
J. Sullinger,Toronto,2,4,8,12,3,30,18,10,17,10,4,8
J. Tatum,Boston,562,714,865,1073,445,2213,1119,234,1273,201,429,410
J. Taylor,Charlotte,87,108,167,189,73,418,234,114,153,71,80,89
J. Taylor,Houston,13,33,45,49,7,110,25,31,27,19,21,17
J. Taylor,Sacramento,30,16,22,66,12,123,40,25,28,25,39,24
J. Teague,Atlanta,2465,1175,1397,1692,378,3625,1068,487,886,156,1064,486
J. Teague,Indiana,588,328,378,292,82,615,227,76,286,31,205,92
J. Teague,Minnesota,1014,415,493,499,146,1070,401,142,337,54,341,181
J. Terrell,Minnesota,7,1,2,4,4,15,12,10,3,1,8,5
J. Terry,Boston,180,83,96,147,116,293,307,73,125,18,93,48
J. Terry,Brooklyn,56,9,14,16,39,49,103,35,33,4,27,18
J. Terry,Dallas,760,439,503,823,350,1706,949,196,339,55,355,265
J. Terry,Houston,222,51,63,104,194,207,514,134,151,28,115,103
J. Terry,Milwaukee,145,26,30,47,99,100,256,109,125,20,55,49
J. Thompson,Golden State,19,20,32,20,0,42,0,26,44,10,7,4
J. Thompson,Sacramento,434,655,1009,1474,0,2976,13,406,1863,869,529,427
J. Thompson,Toronto,5,14,16,15,1,27,5,10,32,15,6,4
J. Tinsley,Memphis,107,20,25,45,7,100,39,35,54,11,61,19
J. Tinsley,Utah,359,19,28,78,42,178,150,86,124,21,133,53
J. Toscano-Anderson,Golden State,26,3,5,21,8,40,23,13,43,9,16,9
J. Tyler,Atlanta,0,0,0,0,0,0,0,1,3,0,0,0
J. Tyler,Golden State,6,15,27,35,0,82,0,37,39,24,15,13
J. Tyler,New York,7,22,42,52,0,100,0,33,67,37,22,12
J. Uthoff,Dallas,1,0,0,1,0,4,0,2,1,2,0,1
J. Uthoff,Memphis,0,2,2,1,0,3,4,2,0,1,0,4
J. Uthoff,Washington,0,0,0,3,3,6,5,3,4,1,0,0
J. Valančiūnas,Memphis,178,222,294,555,37,921,113,90,739,269,179,94
J. Valančiūnas,Toronto,323,1022,1296,1915,38,3410,100,428,2507,1113,620,384
J. Vanderbilt,Denver,4,2,5,9,0,18,1,18,17,9,11,1
J. Vanderbilt,Minnesota,0,2,2,0,0,0,1,1,1,0,0,0
J. Varnado,Boston,1,2,4,2,0,4,0,4,2,1,1,1
J. Varnado,Miami,1,0,0,1,0,3,0,3,0,0,1,0
J. Varnado,Philadelphia,7,14,33,23,0,38,0,16,31,19,8,4
J. Veselý,Denver,2,7,21,22,0,48,0,13,28,12,6,8
J. Veselý,Washington,59,44,117,156,0,304,2,114,211,154,86,34
J. Wall,Washington,4789,2156,2766,3099,507,6757,1558,520,1947,307,1987,1021
J. Warney,Dallas,0,3,5,7,0,12,0,3,5,4,1,0
J. Washburn,Memphis,8,3,4,5,2,16,17,11,22,7,4,2
J. Webb,Brooklyn,4,0,0,1,4,4,17,9,15,7,3,2
J. White,New York,20,6,14,27,10,59,30,39,30,4,13,6
J. Wiley,Brooklyn,2,1,2,0,1,2,2,4,9,2,0,1
J. Williams,Cleveland,53,37,49,74,39,178,123,65,94,21,29,39
J. Williams,LA Lakers,7,14,30,41,0,70,1,18,31,30,11,6
J. Williams,Memphis,28,0,0,6,3,14,15,11,8,0,7,2
J. Williams,New Jersey,8,27,45,44,0,89,0,26,46,40,14,13
J. Williams,Orlando,301,28,37,108,86,212,231,89,131,10,91,34
J. Williams,Washington,8,7,13,19,0,32,2,14,40,24,5,4
J. Wilson,LA Clippers,10,2,4,11,27,18,63,15,29,3,8,7
J. Winslow,Miami,617,263,407,618,178,1374,522,224,982,227,346,248
J. Withey,Dallas,0,1,2,4,2,6,10,9,9,1,2,3
J. Withey,New Orleans,31,69,98,76,0,147,1,74,121,61,27,20
J. Withey,Utah,25,74,98,128,0,241,3,86,169,100,42,31
J. Wright,New Orleans,38,20,33,97,2,199,6,60,80,54,38,21
J. Wright,Toronto,48,21,39,68,2,130,10,41,60,45,37,19
J. Wright-Foreman,Utah,7,3,4,5,2,10,10,3,5,0,3,3
J. Young,Boston,24,20,36,35,34,67,120,70,72,19,14,30
J. Young,Indiana,106,49,63,119,36,268,120,108,104,18,59,52
J. Young,Philadelphia,2,4,6,2,3,4,10,6,2,0,1,3
K. Alexander,Miami,0,0,0,1,0,2,0,2,1,2,1,0
K. Allen,Boston,3,3,4,1,0,3,3,6,3,1,4,1
K. Allen,New York,84,38,50,61,19,126,47,27,42,10,33,21
K. Anderson,Memphis,299,90,143,277,34,493,120,111,435,107,130,58
K. Anderson,San Antonio,395,195,266,397,42,786,127,224,679,131,188,101
K. Antetokounmpo,Dallas,0,2,4,0,0,3,0,2,1,0,1,0
K. Antetokounmpo,LA Lakers,2,1,2,3,0,3,0,3,1,2,1,0
K. Appling,Orlando,1,2,2,2,0,5,3,4,1,0,3,0
K. Azubuike,Golden State,10,19,28,38,10,61,27,9,29,12,7,6
K. Bates-Diop,Denver,1,9,12,11,3,24,9,9,16,7,3,8
K. Bates-Diop,Minnesota,42,60,87,93,39,180,132,59,138,33,22,38
K. Bazemore,Atlanta,754,555,748,825,423,1783,1194,330,1098,141,577,360
K. Bazemore,Golden State,39,43,74,57,19,132,69,73,51,10,42,29
K. Bazemore,LA Lakers,59,39,64,65,29,131,73,19,58,3,46,20
K. Bazemore,Portland,61,58,72,57,56,155,171,43,159,13,60,44
K. Bazemore,Sacramento,32,55,75,59,28,135,73,25,108,14,31,26
K. Benson,Golden State,0,0,0,0,0,1,0,2,1,2,0,0
K. Birch,Orlando,112,151,223,201,0,369,2,124,318,225,73,52
K. Bogans,Boston,3,0,0,0,3,0,6,5,3,0,1,0
K. Bogans,Brooklyn,64,10,14,23,82,38,224,67,99,14,46,38
K. Bogans,Chicago,87,19,30,31,78,66,208,74,114,18,35,41
K. Bogans,New Jersey,3,2,5,5,3,9,12,5,6,5,3,8
K. Bogans,San Antonio,87,33,45,49,63,100,177,70,143,25,50,30
K. Bowman,Golden State,131,34,41,101,33,214,107,45,97,24,70,35
K. Brown,Charlotte,31,120,202,155,0,313,0,58,261,133,57,28
K. Brown,Detroit,21,33,95,55,0,108,0,46,113,50,41,16
K. Brown,Golden State,4,15,34,21,0,40,0,9,41,16,14,4
K. Brown,Philadelphia,9,7,19,17,0,37,0,21,51,23,8,4
K. Bryant,LA Lakers,1782,1958,2361,2628,563,5555,1838,368,1547,341,1177,849
K. Caldwell-Pope,Detroit,470,441,559,810,441,1753,1332,281,676,194,290,482
K. Caldwell-Pope,LA Lakers,370,319,394,482,414,937,1106,232,614,146,219,231
K. Collinsworth,Dallas,38,16,32,22,4,55,13,25,58,25,18,10
K. Dooling,Boston,42,20,26,29,19,61,62,33,27,2,29,14
K. Dooling,Milwaukee,229,64,77,116,72,268,212,72,95,12,79,58
K. Dooling,New Jersey,121,39,50,62,55,153,147,48,43,8,56,31
K. Dunn,Chicago,760,178,236,547,106,1172,342,148,528,65,323,176
K. Dunn,Minnesota,160,36,59,89,20,211,68,70,132,22,82,47
K. Durant,Golden State,1038,1063,1205,1387,402,2379,1041,194,1282,103,541,326
K. Durant,Oklahoma City,1764,3130,3543,3289,878,6158,2273,436,2992,325,1446,955
K. English,Detroit,24,20,26,24,14,54,46,33,28,7,17,18
K. Faried,Brooklyn,2,10,16,24,1,37,5,12,29,15,6,7
K. Faried,Denver,401,870,1323,1800,1,3303,18,399,2032,1213,516,390
K. Faried,Houston,17,49,74,109,6,178,16,21,107,76,24,25
K. Felder,Chicago,20,11,12,16,4,48,18,13,13,1,15,4
K. Felder,Cleveland,54,35,49,53,7,133,22,39,37,3,30,16
K. Felder,Detroit,0,0,0,0,0,1,1,1,0,1,1,2
K. Fesenko,Utah,33,40,101,91,0,187,2,86,123,63,49,19
K. Garnett,Boston,616,608,733,1477,6,2847,33,241,1685,277,398,252
K. Garnett,Brooklyn,141,70,82,271,1,601,9,91,514,98,106,51
K. Garnett,Minnesota,70,16,25,72,0,144,2,43,159,17,17,17
K. Guy,Sacramento,1,0,0,2,0,2,3,3,1,0,0,0
K. Hervey,Oklahoma City,5,0,0,4,3,7,20,7,11,1,0,1
K. Hinrich,Atlanta,173,28,38,98,61,216,167,61,117,15,76,35
K. Hinrich,Chicago,1023,247,333,489,290,1214,812,278,622,88,398,293
K. Hinrich,Washington,210,78,87,155,43,326,112,48,115,14,84,50
K. Huerter,Atlanta,412,89,112,251,254,555,671,127,367,91,191,160
K. Humphries,Atlanta,34,86,109,98,23,202,71,66,175,72,38,23
K. Humphries,Boston,66,116,142,224,0,444,3,65,277,121,64,52
K. Humphries,Brooklyn,28,85,110,117,0,264,2,56,217,109,47,44
K. Humphries,Dallas,7,25,44,53,0,115,0,25,57,38,13,21
K. Humphries,New Jersey,172,383,548,675,0,1375,2,163,1080,490,252,191
K. Humphries,Phoenix,7,6,8,7,3,26,10,4,21,11,4,8
K. Humphries,Washington,65,107,133,229,23,484,71,84,356,134,62,67
K. Irving,Boston,751,398,455,780,327,1445,812,123,443,102,300,196
K. Irving,Brooklyn,128,91,99,143,56,274,142,20,81,22,52,41
K. Irving,Cleveland,1900,1226,1398,2098,656,4298,1699,344,912,254,925,789
K. Johnson,San Antonio,15,35,44,40,13,67,22,16,47,10,13,10
K. Jones,Cleveland,5,3,5,21,0,51,0,20,18,18,3,10
K. Joseph,Boston,1,3,4,2,0,9,2,6,4,1,2,1
K. Knox,New York,131,203,289,272,179,704,527,134,394,83,146,158
K. Korver,Atlanta,731,225,248,390,757,803,1669,306,1059,75,381,245
K. Korver,Chicago,201,81,92,155,203,350,476,127,230,33,99,109
K. Korver,Cleveland,131,59,67,94,267,186,588,113,245,15,92,71
K. Korver,Milwaukee,69,35,38,32,114,66,274,67,114,16,53,35
K. Korver,Utah,142,67,79,126,168,262,393,100,212,19,79,58
K. Koufos,Denver,39,83,141,355,0,604,1,112,429,263,80,79
K. Koufos,Memphis,70,106,166,382,0,753,0,147,516,255,127,93
K. Koufos,Minnesota,7,12,24,47,0,106,2,35,55,42,25,20
K. Koufos,Sacramento,192,133,250,705,0,1300,1,252,954,465,177,137
K. Koufos,Utah,4,9,15,16,0,34,0,22,22,12,12,7
K. Kuzma,LA Lakers,412,450,606,912,390,1713,1183,223,966,217,370,298
K. Leonard,LA Clippers,352,421,475,516,147,1003,398,70,445,78,182,163
K. Leonard,San Antonio,801,1096,1296,1689,476,3151,1242,360,1789,458,502,481
K. Leonard,Toronto,182,332,385,414,103,766,275,55,333,74,117,93
K. Looney,Golden State,203,136,225,370,6,626,39,205,456,328,106,73
K. Love,Cleveland,756,1181,1391,1118,715,2311,1933,325,2680,595,618,502
K. Love,Minnesota,741,1497,1829,1455,411,3031,1094,262,2487,1004,584,566
K. Lowry,Houston,1008,512,634,453,225,998,621,169,517,203,372,179
K. Lowry,Toronto,3755,1998,2418,1659,1331,3491,3536,529,2176,430,1398,839
K. Lucas,Detroit,1,2,2,0,0,0,1,1,3,0,0,0
K. Lucas,Memphis,0,0,0,0,0,1,0,1,0,0,0,0
K. Marshall,LA Lakers,401,14,27,83,61,208,148,45,115,14,128,44
K. Marshall,Milwaukee,85,8,9,28,18,55,46,27,26,2,35,14
K. Marshall,Philadelphia,64,9,13,25,11,58,38,25,19,1,41,7
K. Marshall,Phoenix,106,5,11,25,19,57,62,39,29,3,48,12
K. Martin,Denver,208,124,223,402,10,839,38,96,592,179,137,99
K. Martin,Houston,326,760,848,568,260,1223,703,130,346,49,273,228
K. Martin,LA Clippers,13,11,30,64,1,144,8,28,82,28,23,21
K. Martin,Milwaukee,5,2,2,9,0,22,0,11,13,6,3,4
K. Martin,Minnesota,259,535,601,604,239,1362,649,167,428,71,225,282
K. Martin,New York,58,26,55,114,0,206,1,45,147,64,36,21
K. Martin,Oklahoma City,99,203,225,182,149,385,354,72,137,30,96,84
K. Martin,Sacramento,57,124,150,96,39,229,110,22,74,20,35,50
K. Martin,San Antonio,8,13,15,10,7,35,17,10,12,2,6,11
K. McDaniels,Brooklyn,7,15,18,27,7,45,26,13,29,8,13,13
K. McDaniels,Houston,11,27,32,38,14,84,47,56,45,18,25,20
K. McDaniels,Philadelphia,70,97,129,124,43,272,147,52,131,64,104,71
K. Middleton,Detroit,14,22,25,27,8,60,30,18,23,3,5,16
K. Middleton,Milwaukee,1642,1183,1356,2007,864,4107,2175,465,1975,289,938,696
K. Murphy,Utah,2,0,0,6,1,20,5,12,4,0,3,6
K. Nunn,Miami,236,88,103,283,145,561,426,80,182,23,123,106
K. O'Quinn,Indiana,53,15,19,62,1,111,11,38,86,27,30,9
K. O'Quinn,New York,317,183,240,504,7,905,47,203,722,308,220,105
K. O'Quinn,Orlando,168,116,157,332,12,644,45,156,483,178,143,72
K. O'Quinn,Philadelphia,52,11,20,35,7,58,27,29,83,34,22,7
K. Okpala,Miami,1,1,2,3,0,4,1,2,4,1,1,0
K. Ollie,Oklahoma City,20,8,8,18,0,44,1,22,22,3,6,5
K. Olynyk,Boston,416,315,434,646,224,1234,612,249,816,345,341,210
K. Olynyk,Miami,464,373,459,454,313,770,836,227,921,208,327,143
K. Oubre,Phoenix,149,311,402,441,175,850,513,96,443,114,156,163
K. Oubre,Washington,164,334,419,444,230,895,708,228,666,159,183,232
K. Papanikolaou,Denver,16,9,14,14,10,34,32,23,32,8,21,8
K. Papanikolaou,Houston,84,13,18,38,31,91,104,40,77,38,51,27
K. Perkins,Boston,83,174,297,323,0,539,3,83,479,158,176,37
K. Perkins,Cleveland,2,3,3,10,0,24,0,11,17,8,13,3
K. Perkins,New Orleans,22,6,17,29,0,48,0,30,80,20,29,4
K. Perkins,Oklahoma City,277,186,321,405,0,868,3,236,1016,361,376,129
K. Porter,Cleveland,109,73,101,133,53,263,158,50,140,22,93,56
K. Porziņģis,Dallas,104,231,289,268,151,552,420,60,463,103,95,94
K. Porziņģis,New York,247,601,747,917,283,1964,785,185,1005,307,332,302
K. Rush,LA Clippers,4,0,0,3,1,8,3,6,5,1,3,3
K. Simmons,Memphis,47,16,16,53,5,113,24,24,30,11,29,12
K. Singler,Detroit,204,240,295,413,224,890,586,202,489,225,207,216
K. Singler,Oklahoma City,44,49,71,83,46,193,157,114,152,59,50,74
K. Séraphin,Indiana,21,5,10,88,0,159,2,42,85,38,22,14
K. Séraphin,New York,46,17,21,74,0,182,1,44,75,30,39,12
K. Séraphin,Washington,141,183,256,761,0,1565,2,272,622,352,306,173
K. Thomas,Chicago,56,20,32,88,1,174,1,44,208,70,39,12
K. Thomas,Detroit,11,7,13,12,15,33,49,29,16,5,7,11
K. Thomas,Milwaukee,34,8,11,80,0,161,0,61,156,66,39,15
K. Thomas,New York,21,6,13,44,1,82,1,37,65,24,8,6
K. Thomas,Portland,41,11,16,63,0,138,0,48,135,34,28,12
K. Thomas,Sacramento,15,7,12,17,0,35,0,26,51,35,17,9
K. Thompson,Golden State,1261,1015,1198,2407,1623,4914,3866,551,1681,250,948,920
K. Towns,Minnesota,920,1356,1631,2352,486,4117,1221,334,2847,1057,844,537
K. Walker,Boston,354,260,303,272,219,546,599,73,244,42,149,126
K. Walker,Charlotte,2965,2069,2472,2611,1173,5790,3243,542,1762,329,1176,1053
K. Weaver,Oklahoma City,11,5,6,5,7,14,19,12,17,1,4,4
K. Williams,New Orleans,123,20,43,75,69,161,234,78,286,98,54,65
K. Wiltjer,Houston,2,1,2,0,4,1,12,10,6,4,4,1
L. Aldridge,Portland,879,1547,1926,3347,48,6850,167,393,2568,1037,714,772
L. Aldridge,San Antonio,703,1227,1466,2505,120,4884,349,334,1861,893,504,447
L. Allen,Indiana,194,97,150,387,0,787,1,189,545,369,127,96
L. Allen,Philadelphia,160,71,103,374,2,804,14,152,483,287,107,104
L. Amundson,Chicago,0,0,0,0,0,1,0,1,0,1,0,0
L. Amundson,Cleveland,5,3,5,4,0,12,0,11,15,5,5,2
L. Amundson,Golden State,14,20,67,70,0,157,0,39,83,71,21,25
L. Amundson,Indiana,10,29,63,67,0,150,0,45,93,57,34,24
L. Amundson,Minnesota,3,4,20,14,0,38,0,20,24,23,11,7
L. Amundson,New Orleans,12,10,31,25,0,54,0,26,45,35,18,6
L. Amundson,New York,64,34,75,105,0,244,1,57,146,97,51,33
L. Amundson,Phoenix,31,59,111,133,0,243,1,71,195,120,56,42
L. Babbitt,Atlanta,26,17,22,31,49,57,111,36,76,5,15,13
L. Babbitt,Miami,37,10,14,25,95,72,242,76,136,14,29,41
L. Babbitt,New Orleans,72,41,57,99,118,228,273,112,240,43,51,67
L. Babbitt,Portland,32,17,25,38,75,99,202,87,162,20,36,36
L. Ball,LA Lakers,631,51,117,223,165,497,523,99,488,123,239,126
L. Ball,New Orleans,437,43,76,130,148,293,395,63,312,71,193,62
L. Barbosa,Boston,58,29,39,65,18,146,47,39,38,8,21,24
L. Barbosa,Golden State,161,104,127,245,74,482,202,121,136,47,86,101
L. Barbosa,Indiana,8,8,13,13,6,38,16,8,12,2,10,8
L. Barbosa,Phoenix,173,116,136,286,79,603,239,124,173,29,106,106
L. Barbosa,Toronto,177,170,209,365,112,757,323,98,139,34,151,149
L. Brown,Minnesota,66,9,15,32,4,66,14,19,37,9,22,10
L. Brown,Philadelphia,41,9,13,23,3,56,30,22,20,8,16,15
L. Brown,Phoenix,11,3,4,7,1,17,8,8,7,0,9,4
L. Brown,Toronto,40,5,5,25,7,60,36,33,35,5,18,14
L. Datome,Boston,5,0,0,15,12,29,26,14,17,1,6,2
L. Datome,Detroit,10,4,6,29,7,62,39,31,23,14,10,16
L. Deng,Chicago,738,882,1130,1463,278,3119,806,270,1286,485,536,527
L. Deng,Cleveland,88,104,136,155,40,348,116,36,136,58,53,67
L. Deng,LA Lakers,75,46,63,114,51,263,164,57,230,63,44,52
L. Deng,Miami,241,310,408,481,150,940,420,131,525,180,169,143
L. Deng,Minnesota,18,25,35,45,14,74,44,22,53,20,14,15
L. Dončić,Dallas,1002,796,1086,783,351,1448,1086,137,1006,161,530,323
L. Dort,Oklahoma City,33,50,68,70,43,143,151,42,74,29,37,36
L. Drew,New Orleans,6,0,0,3,3,10,5,5,0,2,2,0
L. Drew,Philadelphia,47,2,3,17,4,36,29,15,14,2,26,8
L. Fields,New York,283,177,257,359,107,650,307,128,563,151,185,100
L. Fields,Toronto,89,50,76,138,3,290,21,87,189,74,57,39
L. Galloway,Detroit,234,155,182,237,328,502,877,194,299,86,80,148
L. Galloway,New Orleans,65,37,46,64,101,174,267,55,100,21,28,46
L. Galloway,New York,298,125,163,252,118,590,345,113,354,71,103,124
L. Galloway,Sacramento,11,2,2,10,9,35,21,13,11,3,10,9
L. Harangody,Boston,10,5,8,26,2,61,10,26,38,17,5,6
L. Harangody,Cleveland,15,15,18,33,9,74,44,27,56,27,10,16
L. Hayward,Minnesota,29,37,44,34,14,87,57,36,46,22,17,20
L. Hayward,Oklahoma City,4,5,10,7,4,20,13,15,11,1,6,2
L. Head,Indiana,68,45,53,98,36,204,104,46,73,6,53,30
L. Head,Sacramento,70,36,44,43,25,100,64,30,44,16,32,20
L. Hudson,Boston,8,5,6,4,3,13,5,12,5,3,9,5
L. Hudson,Cleveland,5,0,0,3,0,6,6,2,7,0,4,1
L. Hudson,Memphis,4,6,7,11,2,23,11,7,6,4,5,5
L. Hudson,Washington,17,2,2,2,4,9,15,8,4,1,7,3
L. Hughes,Charlotte,10,11,14,7,4,23,13,6,9,4,8,6
L. Hughes,New York,109,65,79,74,28,182,97,31,94,16,56,36
L. Hughes,Orlando,7,1,2,4,1,15,7,9,4,1,12,4
L. Hunter,Chicago,9,2,2,4,1,17,13,11,13,1,4,7
L. James,Cleveland,2853,1886,2596,2911,572,5051,1654,353,2275,392,1342,704
L. James,LA Lakers,1305,638,930,1091,296,1882,857,141,1044,145,537,299
L. James,Miami,1805,1489,1960,2267,328,3893,892,264,1711,313,893,437
L. Kennard,Detroit,326,149,173,299,236,624,596,153,376,39,153,148
L. King,Detroit,5,0,3,4,4,10,11,9,9,1,2,1
L. Kleiza,Toronto,94,127,174,252,104,542,325,97,296,77,128,123
L. Kornet,Chicago,32,19,27,51,31,79,108,34,62,22,14,17
L. Kornet,New York,61,35,43,36,74,95,216,53,115,30,25,35
L. Markkanen,Chicago,222,406,474,579,356,1166,1019,165,1053,206,244,240
L. Mbah,Houston,0,0,0,0,0,0,0,59,156,21,67,0
L. Mbah,LA Clippers,0,0,0,0,0,0,0,133,224,105,80,0
L. Mbah,Milwaukee,0,0,0,0,0,0,0,217,700,456,234,0
L. Mbah,Minnesota,0,0,0,0,0,0,0,37,59,39,30,0
L. Mbah,Philadelphia,0,0,0,0,0,0,0,64,240,78,95,0
L. Mbah,Sacramento,0,0,0,0,0,0,0,8,18,9,4,0
L. Montero,Detroit,0,0,0,0,0,1,0,2,2,0,2,0
L. Montero,Portland,1,3,4,4,1,9,6,8,3,0,2,2
L. Nance,Cleveland,339,171,244,443,87,744,255,136,729,305,158,89
L. Nance,LA Lakers,176,131,196,451,8,795,40,155,574,297,129,65
L. Nogueira,Toronto,62,73,112,162,9,238,30,119,255,112,71,21
L. Odom,Dallas,82,57,96,93,27,232,108,47,165,36,50,38
